CaseID,CompleteTimestamp,Vessel,ActivityID,lifecycle:transition,event_id
20K12001E,2020-10-14 13:00:57.000,R501,Filters,start,0
20K12001E,2020-10-14 13:16:00.000,R501,1Pass_Prewet,start,1
20K12001E,2020-10-14 13:38:51.000,R501,Filters,complete,2
20K12001E,2020-10-14 16:43:32.000,R501,1Pass_Prewet,complete,3
20K12001E,2020-10-14 17:59:29.000,R501,Circulation Prewet,start,4
20K12001E,2020-10-14 18:20:56.776,R501,Pump adjustment,complete,5
20K12001E,2020-10-14 18:31:03.746,R501,Pump stop,complete,6
20K12001E,2020-10-14 18:32:40.692,R501,Pump adjustment,complete,7
20K12001E,2020-10-14 18:32:53.109,R501,Pump start,complete,8
20K12001E,2020-10-14 18:33:24.133,R501,Pump adjustment,complete,9
20K12001E,2020-10-14 18:33:36.102,R501,Pump adjustment,complete,10
20K12001E,2020-10-14 18:33:50.228,R501,Pump adjustment,complete,11
20K12001E,2020-10-14 18:42:32.046,R501,Pump adjustment,complete,12
20K12001E,2020-10-15 06:37:11.254,R501,Pump stop,complete,13
20K12001E,2020-10-15 06:56:12.910,R501,Pump adjustment,complete,14
20K12001E,2020-10-15 07:18:15.859,R501,Pump stop,complete,15
20K12001E,2020-10-15 07:39:51.134,R501,Pump adjustment,complete,16
20K12001E,2020-10-15 07:55:09.771,R501,Pump adjustment,complete,17
20K12001E,2020-10-15 07:55:13.059,R501,Pump start,complete,18
20K12001E,2020-10-15 07:56:04.221,R501,Pump adjustment,complete,19
20K12001E,2020-10-15 07:56:42.972,R501,Pump adjustment,complete,20
20K12001E,2020-10-15 07:57:00.790,R501,Pump adjustment,complete,21
20K12001E,2020-10-15 07:57:04.865,R501,Pump adjustment,complete,22
20K12001E,2020-10-15 07:57:07.503,R501,Pump adjustment,complete,23
20K13001E,2020-10-15 09:32:54.000,R602,Filters,start,0
20K13001E,2020-10-15 10:22:04.000,R602,Filters,complete,1
20K13001E,2020-10-15 10:31:56.000,R602,1Pass_Prewet,start,2
20K12001E,2020-10-15 12:49:26.926,R501,Pump stop,complete,24
20K12001E,2020-10-15 13:03:17.692,R501,Pump adjustment,complete,25
20K12001E,2020-10-15 13:22:19.250,R501,Pump stop,complete,26
20K13001E,2020-10-15 15:46:36.000,R602,1Pass_Prewet,complete,3
20K12001E,2020-10-15 15:50:12.000,R501,Circulation Prewet,complete,27
20K13001E,2020-10-15 16:49:44.000,R602,Circulation Prewet,start,4
20K13001E,2020-10-15 17:39:05.209,R602,Pump adjustment,complete,5
20K13001E,2020-10-15 17:56:57.820,R602,Pump stop,complete,6
20K13001E,2020-10-15 17:57:14.715,R602,Pump adjustment,complete,7
20K13001E,2020-10-15 17:57:35.169,R602,Pump start,complete,8
20K13001E,2020-10-15 17:59:20.067,R602,Pump adjustment,complete,9
20K13001E,2020-10-15 17:59:39.922,R602,Pump adjustment,complete,10
20K13001E,2020-10-15 18:00:00.921,R602,Pump adjustment,complete,11
20K13001E,2020-10-15 18:00:19.373,R602,Pump adjustment,complete,12
20K13001E,2020-10-15 18:04:54.936,R602,Pump adjustment,complete,13
20K13001E,2020-10-15 18:05:17.583,R602,Pump adjustment,complete,14
20K13001E,2020-10-15 18:05:56.267,R602,Pump adjustment,complete,15
20K13001E,2020-10-15 18:53:13.128,R602,Pump adjustment,complete,16
20K13001E,2020-10-15 18:53:49.720,R602,Pump adjustment,complete,17
20K13001E,2020-10-15 18:54:17.880,R602,Pump adjustment,complete,18
20K13001E,2020-10-16 06:43:34.506,R602,Pump stop,complete,19
20K13001E,2020-10-16 06:58:58.391,R602,Pump adjustment,complete,20
20K13001E,2020-10-16 07:32:31.571,R602,Pump stop,complete,21
20K12001E,2020-10-16 08:20:34.000,R501,Charging,start,28
20K12001E,2020-10-16 10:13:59.000,R501,Charging,complete,29
20K12001E,2020-10-16 10:17:21.169,R501,Agitator start,complete,30
20K12001E,2020-10-16 11:19:53.586,R501,Pump adjustment,complete,31
20K12001E,2020-10-16 11:29:04.419,R501,Pump adjustment,complete,32
20K12001E,2020-10-16 11:29:09.578,R501,Pump start,complete,33
20K12001E,2020-10-16 11:29:39.946,R501,Pump adjustment,complete,34
20K12001E,2020-10-16 11:29:45.484,R501,Pump adjustment,complete,35
20K12001E,2020-10-16 11:30:01.470,R501,Pump adjustment,complete,36
20K12001E,2020-10-16 11:30:23.000,R501,Circulation,start,37
20K12001E,2020-10-16 11:30:43.527,R501,Pump adjustment,complete,38
20K12001E,2020-10-16 11:38:37.899,R501,Pump adjustment,complete,39
20K12001E,2020-10-16 11:44:22.930,R501,Pump adjustment,complete,40
20K12001E,2020-10-16 11:52:40.032,R501,Pump adjustment,complete,41
20K12001E,2020-10-16 12:58:31.854,R501,Pump adjustment,complete,42
20K12001E,2020-10-16 12:58:43.854,R501,Pump adjustment,complete,43
20K12001E,2020-10-16 12:59:05.618,R501,Pump adjustment,complete,44
20K12001E,2020-10-16 13:09:58.143,R501,Agitator stop,complete,45
20K12001E,2020-10-16 13:19:56.022,R501,Pump stop,complete,46
20K13001E,2020-10-16 13:29:27.421,R602,Pump adjustment,complete,22
20K13001E,2020-10-16 13:38:46.865,R602,Pump stop,complete,23
20K13001E,2020-10-16 13:39:01.810,R602,Pump adjustment,complete,24
20K13001E,2020-10-16 13:39:17.258,R602,Pump start,complete,25
20K13001E,2020-10-16 13:40:22.075,R602,Pump adjustment,complete,26
20K13001E,2020-10-16 13:40:44.378,R602,Pump adjustment,complete,27
20K13001E,2020-10-16 13:41:05.811,R602,Pump adjustment,complete,28
20K13001E,2020-10-16 18:51:36.784,R602,Pump stop,complete,29
20K13001E,2020-10-16 19:06:49.159,R602,Pump adjustment,complete,30
20K13001E,2020-10-16 19:32:37.349,R602,Pump stop,complete,31
20K13001E,2020-10-16 19:33:45.000,R602,Circulation Prewet,complete,32
20K12001E,2020-10-18 21:58:01.164,R501,Pump adjustment,complete,47
20K12001E,2020-10-18 21:58:13.498,R501,Pump start,complete,48
20K12001E,2020-10-18 21:59:13.774,R501,Pump adjustment,complete,49
20K12001E,2020-10-18 21:59:19.761,R501,Pump adjustment,complete,50
20K12001E,2020-10-18 21:59:34.343,R501,Pump adjustment,complete,51
20K12001E,2020-10-18 22:01:08.332,R501,Pump adjustment,complete,52
20K12001E,2020-10-18 22:02:33.862,R501,Pump adjustment,complete,53
20K12001E,2020-10-18 22:02:56.895,R501,Pump adjustment,complete,54
20K12001E,2020-10-18 22:04:39.457,R501,Pump adjustment,complete,55
20K12001E,2020-10-19 06:03:35.000,R501,Bottling,start,56
20K13001E,2020-10-19 07:24:43.000,R602,Charging,start,33
20K13001E,2020-10-19 09:27:01.000,R602,Charging,complete,34
20K13001E,2020-10-19 09:29:02.019,R602,Agitator start,complete,35
20K13001E,2020-10-19 09:29:36.000,R602,Agitation,start,36
20K13001E,2020-10-19 11:14:10.985,R602,Pump adjustment,complete,37
20K13001E,2020-10-19 11:23:01.950,R602,Pump stop,complete,38
20K13001E,2020-10-19 11:23:14.148,R602,Pump adjustment,complete,39
20K13001E,2020-10-19 11:23:25.450,R602,Pump start,complete,40
20K13001E,2020-10-19 11:24:41.796,R602,Pump adjustment,complete,41
20K13001E,2020-10-19 11:25:05.149,R602,Pump adjustment,complete,42
20K13001E,2020-10-19 11:26:03.448,R602,Pump adjustment,complete,43
20K13001E,2020-10-19 11:26:21.845,R602,Pump adjustment,complete,44
20K13001E,2020-10-19 11:26:59.064,R602,Pump adjustment,complete,45
20K13001E,2020-10-19 11:27:47.960,R602,Pump adjustment,complete,46
20K13001E,2020-10-19 11:28:09.785,R602,Pump adjustment,complete,47
20K13001E,2020-10-19 11:30:34.000,R602,Circulation,start,48
20K13001E,2020-10-19 11:31:57.700,R602,Pump adjustment,complete,49
20K13001E,2020-10-19 11:32:11.954,R602,Pump adjustment,complete,50
20K13001E,2020-10-19 11:32:30.813,R602,Pump adjustment,complete,51
20K13001E,2020-10-19 11:32:50.957,R602,Pump adjustment,complete,52
20K13001E,2020-10-19 11:33:09.519,R602,Pump adjustment,complete,53
20K13001E,2020-10-19 13:07:10.306,R602,Pump stop,complete,54
20K13001E,2020-10-19 13:08:38.269,R602,Pump adjustment,complete,55
20K13001E,2020-10-19 13:08:55.365,R602,Pump start,complete,56
20K12001E,2020-10-19 13:09:49.201,R501,Pump start,complete,57
20K13001E,2020-10-19 13:10:30.689,R602,Pump adjustment,complete,57
20K12001E,2020-10-19 13:11:14.368,R501,Pump stop,complete,58
20K12001E,2020-10-19 13:42:16.000,R501,Bottling,complete,59
20K13001E,2020-10-19 15:17:14.310,R602,Agitator stop,complete,58
20K13001E,2020-10-19 15:27:40.599,R602,Pump stop,complete,59
20K13001E,2020-10-20 13:59:03.000,R602,Adjustment Charging,start,60
20K13001E,2020-10-20 14:12:57.000,R602,Adjustment Charging,complete,61
20K13001E,2020-10-20 14:16:47.252,R602,Agitator start,complete,62
20K13001E,2020-10-20 20:00:25.460,R602,Pump adjustment,complete,63
20K13001E,2020-10-20 20:00:30.516,R602,Pump start,complete,64
20K13001E,2020-10-20 20:00:58.127,R602,Pump adjustment,complete,65
20K13001E,2020-10-20 20:01:54.392,R602,Pump adjustment,complete,66
20K13001E,2020-10-20 20:04:22.231,R602,Pump stop,complete,67
20K13001E,2020-10-20 21:47:27.521,R602,Pump adjustment,complete,68
20K13001E,2020-10-20 21:47:31.042,R602,Pump start,complete,69
20K13001E,2020-10-20 21:48:05.250,R602,Pump adjustment,complete,70
20K13001E,2020-10-21 06:19:43.377,R602,Agitator stop,complete,71
20K13001E,2020-10-21 06:22:54.000,R602,Agitation,complete,72
20K13001E,2020-10-21 07:43:34.347,R602,Pump adjustment,complete,73
20K13001E,2020-10-21 07:44:03.490,R602,Pump adjustment,complete,74
20K19001E,2020-10-21 10:24:26.000,R501,Filters,start,0
20K19001E,2020-10-21 10:37:08.000,R501,1Pass_Prewet,start,1
20K19001E,2020-10-21 11:23:06.000,R501,Filters,complete,2
20K19001E,2020-10-21 14:33:59.000,R501,1Pass_Prewet,complete,3
20K19001E,2020-10-21 16:00:16.000,R501,Circulation Prewet,start,4
20K19001E,2020-10-21 16:50:50.566,R501,Pump adjustment,complete,5
20K19001E,2020-10-21 16:57:51.286,R501,Pump adjustment,complete,6
20K19001E,2020-10-21 16:58:13.445,R501,Pump start,complete,7
20K19001E,2020-10-21 17:00:35.961,R501,Pump adjustment,complete,8
20K19001E,2020-10-21 17:00:45.930,R501,Pump adjustment,complete,9
20K19001E,2020-10-21 17:01:05.154,R501,Pump adjustment,complete,10
20K19001E,2020-10-21 17:01:52.930,R501,Pump adjustment,complete,11
20K19001E,2020-10-21 17:02:11.181,R501,Pump adjustment,complete,12
20K19001E,2020-10-21 17:03:44.055,R501,Pump adjustment,complete,13
20K19001E,2020-10-21 17:04:41.965,R501,Pump adjustment,complete,14
20K19001E,2020-10-21 17:14:33.635,R501,Pump adjustment,complete,15
20K19001E,2020-10-21 17:14:58.254,R501,Pump adjustment,complete,16
20K19001E,2020-10-22 05:12:56.051,R501,Pump stop,complete,17
20K13001E,2020-10-22 05:25:26.000,R602,Bottling,start,75
20K19001E,2020-10-22 05:49:36.390,R501,Pump adjustment,complete,18
20K13001E,2020-10-22 06:02:38.000,R602,Circulation,complete,76
20K19001E,2020-10-22 06:43:08.375,R501,Pump stop,complete,19
20K19001E,2020-10-22 06:43:17.969,R501,Pump adjustment,complete,20
20K19001E,2020-10-22 06:43:28.369,R501,Pump start,complete,21
20K19001E,2020-10-22 06:43:56.354,R501,Pump adjustment,complete,22
20K19001E,2020-10-22 06:44:12.978,R501,Pump adjustment,complete,23
20K19001E,2020-10-22 06:44:27.414,R501,Pump adjustment,complete,24
20K19001E,2020-10-22 06:44:41.450,R501,Pump adjustment,complete,25
20K19001E,2020-10-22 12:34:01.773,R501,Pump stop,complete,26
20K19001E,2020-10-22 13:06:01.717,R501,Pump adjustment,complete,27
20K19001E,2020-10-22 13:25:13.164,R501,Pump stop,complete,28
20K19001E,2020-10-22 13:26:50.000,R501,Circulation Prewet,complete,29
20K13001E,2020-10-22 22:11:01.557,R602,Pump stop,complete,77
20K13001E,2020-10-22 22:31:18.000,R602,Bottling,complete,78
20K13001E,2020-10-23 06:30:16.160,R602,Pump adjustment,complete,79
20K13001E,2020-10-23 06:30:35.476,R602,Pump adjustment,complete,80
20K19001E,2020-10-23 06:54:50.000,R501,Charging,start,30
20K13001E,2020-10-23 06:57:57.000,R602,Postwash,start,81
20K13001E,2020-10-23 07:23:48.306,R602,Pump stop,complete,82
20K13001E,2020-10-23 07:24:03.586,R602,Pump adjustment,complete,83
20K13001E,2020-10-23 07:24:11.174,R602,Pump start,complete,84
20K13001E,2020-10-23 07:27:15.654,R602,Pump adjustment,complete,85
20K19001E,2020-10-23 09:05:14.056,R501,Agitator start,complete,31
20K19001E,2020-10-23 09:06:23.000,R501,Charging,complete,32
20K19001E,2020-10-23 09:08:51.000,R501,Agitation,start,33
20K13001E,2020-10-23 10:00:44.402,R602,Pump stop,complete,86
20K13001E,2020-10-23 10:15:47.720,R602,Pump adjustment,complete,87
20K19001E,2020-10-23 10:19:47.880,R501,Pump adjustment,complete,34
20K19001E,2020-10-23 10:27:41.139,R501,Pump stop,complete,35
20K19001E,2020-10-23 10:28:21.018,R501,Pump adjustment,complete,36
20K19001E,2020-10-23 10:28:27.322,R501,Pump start,complete,37
20K13001E,2020-10-23 10:28:47.530,R602,Pump stop,complete,88
20K19001E,2020-10-23 10:29:56.018,R501,Pump adjustment,complete,38
20K19001E,2020-10-23 10:31:10.269,R501,Pump adjustment,complete,39
20K19001E,2020-10-23 10:31:43.018,R501,Pump adjustment,complete,40
20K19001E,2020-10-23 10:32:00.411,R501,Pump adjustment,complete,41
20K19001E,2020-10-23 10:32:20.680,R501,Pump adjustment,complete,42
20K19001E,2020-10-23 10:33:21.670,R501,Pump adjustment,complete,43
20K19001E,2020-10-23 10:34:33.429,R501,Pump adjustment,complete,44
20K19001E,2020-10-23 10:34:45.000,R501,Circulation,start,45
20K13001E,2020-10-23 10:46:07.235,R602,Pump adjustment,complete,89
20K13001E,2020-10-23 10:55:31.826,R602,Pump stop,complete,90
20K13001E,2020-10-23 10:55:35.128,R602,Pump adjustment,complete,91
20K13001E,2020-10-23 10:55:42.835,R602,Pump start,complete,92
20K19001E,2020-10-23 12:44:57.945,R501,Agitator stop,complete,46
20K19001E,2020-10-23 12:45:32.000,R501,Agitation,complete,47
20K19001E,2020-10-23 12:53:16.505,R501,Pump stop,complete,48
20K13001E,2020-10-23 13:14:20.679,R602,Pump stop,complete,93
20K13001E,2020-10-23 13:29:10.609,R602,Pump adjustment,complete,94
20K13001E,2020-10-23 13:42:07.131,R602,Pump stop,complete,95
20K13001E,2020-10-23 14:12:41.900,R602,Pump adjustment,complete,96
20K13001E,2020-10-23 14:21:54.142,R602,Pump adjustment,complete,97
20K13001E,2020-10-23 14:22:03.376,R602,Pump start,complete,98
20K13001E,2020-10-23 16:25:26.358,R602,Pump stop,complete,99
20K13001E,2020-10-23 16:47:39.164,R602,Pump adjustment,complete,100
20K13001E,2020-10-23 17:04:16.619,R602,Pump stop,complete,101
20K13001E,2020-10-23 17:05:16.000,R602,Postwash,complete,102
20K19001E,2020-10-25 22:43:36.453,R501,Pump adjustment,complete,49
20K19001E,2020-10-25 22:43:42.156,R501,Pump start,complete,50
20K19001E,2020-10-25 22:44:24.969,R501,Pump adjustment,complete,51
20K19001E,2020-10-25 22:44:28.990,R501,Pump adjustment,complete,52
20K19001E,2020-10-25 22:44:33.156,R501,Pump adjustment,complete,53
20K19001E,2020-10-25 22:44:38.423,R501,Pump adjustment,complete,54
20K19001E,2020-10-25 22:44:47.351,R501,Pump adjustment,complete,55
20K19001E,2020-10-25 22:47:09.408,R501,Pump adjustment,complete,56
20K19001E,2020-10-25 22:48:29.658,R501,Pump adjustment,complete,57
20K19001E,2020-10-25 22:51:05.104,R501,Pump adjustment,complete,58
20K19001E,2020-10-25 22:51:39.006,R501,Pump adjustment,complete,59
20K19001E,2020-10-26 06:57:43.000,R501,Bottling,start,60
20K19001E,2020-10-26 08:02:58.000,R501,Circulation,complete,61
20K19001E,2020-10-26 12:45:25.118,R501,Pump stop,complete,62
20K19001E,2020-10-26 12:51:13.805,R501,Pump adjustment,complete,63
20K19001E,2020-10-26 12:54:39.000,R501,Bottling,complete,64
20K19001E,2020-10-26 13:10:05.966,R501,Pump stop,complete,65
20K19001E,2020-10-26 13:11:37.710,R501,Pump adjustment,complete,66
20K19001E,2020-10-26 13:51:29.000,R501,Postwash,start,67
20K19001E,2020-10-26 14:16:35.963,R501,Pump stop,complete,68
20K19001E,2020-10-26 14:16:44.676,R501,Pump adjustment,complete,69
20K19001E,2020-10-26 14:16:53.672,R501,Pump start,complete,70
20K19001E,2020-10-26 14:20:36.192,R501,Pump adjustment,complete,71
20K19001E,2020-10-26 14:23:10.459,R501,Pump adjustment,complete,72
20K19001E,2020-10-26 16:24:44.280,R501,Pump stop,complete,73
20K19001E,2020-10-26 16:38:47.712,R501,Pump adjustment,complete,74
20K19001E,2020-10-26 17:13:11.424,R501,Pump adjustment,complete,75
20K19001E,2020-10-26 17:21:11.755,R501,Pump adjustment,complete,76
20K19001E,2020-10-26 17:21:57.713,R501,Pump stop,complete,77
20K19001E,2020-10-26 17:22:36.468,R501,Pump adjustment,complete,78
20K19001E,2020-10-26 17:22:47.379,R501,Pump start,complete,79
20K19001E,2020-10-26 17:28:14.720,R501,Pump adjustment,complete,80
20K19001E,2020-10-26 18:23:31.923,R501,Pump adjustment,complete,81
20K19001E,2020-10-27 06:23:31.038,R501,Pump stop,complete,82
20K19001E,2020-10-27 06:45:00.357,R501,Pump adjustment,complete,83
20K19001E,2020-10-27 06:55:39.411,R501,Pump stop,complete,84
20K19001E,2020-10-27 06:56:44.000,R501,Postwash,complete,85
20K26001E,2020-10-28 10:56:20.000,R501,Filters,start,0
20K26001E,2020-10-28 11:27:39.000,R501,Filters,complete,1
20K26001E,2020-10-28 12:21:58.000,R501,1Pass_Prewet,start,2
20K26001E,2020-10-28 15:01:42.000,R501,1Pass_Prewet,complete,3
20K26001E,2020-10-28 15:17:22.000,R501,Circulation Prewet,start,4
20K26001E,2020-10-28 15:50:48.294,R501,Pump adjustment,complete,5
20K26001E,2020-10-28 16:01:57.930,R501,Pump stop,complete,6
20K26001E,2020-10-28 16:04:22.655,R501,Pump adjustment,complete,7
20K26001E,2020-10-28 16:04:46.445,R501,Pump start,complete,8
20K26001E,2020-10-28 16:05:37.331,R501,Pump adjustment,complete,9
20K26001E,2020-10-28 16:05:57.392,R501,Pump adjustment,complete,10
20K26001E,2020-10-28 16:11:10.882,R501,Pump adjustment,complete,11
20K26001E,2020-10-29 08:12:35.716,R501,Pump stop,complete,12
20K26001E,2020-10-29 10:00:35.277,R501,Pump adjustment,complete,13
20K26001E,2020-10-29 10:12:25.749,R501,Pump stop,complete,14
20K26001E,2020-10-29 10:14:00.000,R501,Circulation Prewet,complete,15
20K26001E,2020-10-30 06:48:37.000,R501,Charging,start,16
20K26001E,2020-10-30 08:07:37.000,R501,Charging,complete,17
20K26001E,2020-10-30 08:08:35.294,R501,Agitator start,complete,18
20K26001E,2020-10-30 08:12:02.000,R501,Agitation,start,19
20K26001E,2020-10-30 09:07:14.033,R501,Pump adjustment,complete,20
20K26001E,2020-10-30 09:25:20.416,R501,Pump stop,complete,21
20K26001E,2020-10-30 09:28:31.318,R501,Pump adjustment,complete,22
20K26001E,2020-10-30 09:28:40.534,R501,Pump start,complete,23
20K26001E,2020-10-30 09:29:21.431,R501,Pump adjustment,complete,24
20K26001E,2020-10-30 09:31:39.885,R501,Pump stop,complete,25
20K26001E,2020-10-30 09:33:34.026,R501,Pump adjustment,complete,26
20K26001E,2020-10-30 09:33:42.018,R501,Pump start,complete,27
20K26001E,2020-10-30 09:36:27.672,R501,Pump adjustment,complete,28
20K26001E,2020-10-30 09:37:52.000,R501,Circulation,start,29
20K26001E,2020-10-30 09:47:03.422,R501,Pump adjustment,complete,30
20K26001E,2020-10-30 09:47:24.283,R501,Pump adjustment,complete,31
20K26001E,2020-10-30 13:03:04.370,R501,Agitator stop,complete,32
20K26001E,2020-10-30 13:04:14.000,R501,Agitation,complete,33
20K26001E,2020-10-30 19:38:04.778,R501,Pump stop,complete,34
20K27001E,2020-10-31 08:45:00.000,R602,Charging,start,0
20K27001E,2020-10-31 10:34:56.000,R602,Charging,complete,1
20K27001E,2020-10-31 10:37:01.013,R602,Agitator start,complete,2
20K27001E,2020-10-31 10:37:28.000,R602,Agitation,start,3
20K27001E,2020-10-31 11:41:31.741,R602,Pump adjustment,complete,4
20K27001E,2020-10-31 11:49:14.541,R602,Pump stop,complete,5
20K27001E,2020-10-31 11:50:17.994,R602,Pump adjustment,complete,6
20K27001E,2020-10-31 11:50:24.397,R602,Pump start,complete,7
20K27001E,2020-10-31 11:51:06.207,R602,Pump adjustment,complete,8
20K27001E,2020-10-31 11:51:20.007,R602,Pump adjustment,complete,9
20K27001E,2020-10-31 11:51:45.655,R602,Pump adjustment,complete,10
20K27001E,2020-10-31 11:52:00.849,R602,Pump adjustment,complete,11
20K27001E,2020-10-31 11:52:25.878,R602,Pump adjustment,complete,12
20K27001E,2020-10-31 11:53:43.954,R602,Pump adjustment,complete,13
20K27001E,2020-10-31 11:54:08.000,R602,Circulation,start,14
20K27001E,2020-10-31 15:16:10.591,R602,Agitator stop,complete,15
20K27001E,2020-10-31 15:17:12.000,R602,Agitation,complete,16
20K27001E,2020-10-31 21:35:28.803,R602,Pump stop,complete,17
20K26001E,2020-11-01 08:07:16.581,R501,Pump adjustment,complete,35
20K26001E,2020-11-01 08:07:21.690,R501,Pump start,complete,36
20K26001E,2020-11-01 08:07:53.038,R501,Pump adjustment,complete,37
20K26001E,2020-11-01 08:08:06.835,R501,Pump adjustment,complete,38
20K26001E,2020-11-01 08:08:32.758,R501,Pump adjustment,complete,39
20K26001E,2020-11-01 08:08:58.691,R501,Pump adjustment,complete,40
20K26001E,2020-11-01 08:09:15.202,R501,Pump adjustment,complete,41
20K26001E,2020-11-01 08:10:08.635,R501,Pump adjustment,complete,42
20K26001E,2020-11-01 08:24:12.154,R501,Pump adjustment,complete,43
20K26001E,2020-11-01 08:24:31.393,R501,Pump adjustment,complete,44
20K27001E,2020-11-02 05:41:33.902,R602,Pump adjustment,complete,18
20K27001E,2020-11-02 05:41:48.650,R602,Pump start,complete,19
20K27001E,2020-11-02 05:44:36.763,R602,Pump adjustment,complete,20
20K27001E,2020-11-02 05:50:06.103,R602,Pump adjustment,complete,21
20K27001E,2020-11-02 05:51:15.551,R602,Pump adjustment,complete,22
20K27001E,2020-11-02 05:52:16.297,R602,Pump adjustment,complete,23
20K26001E,2020-11-02 06:04:40.000,R501,Bottling,start,45
20K26001E,2020-11-02 07:55:05.000,R501,Circulation,complete,46
20K26001E,2020-11-02 12:35:20.631,R501,Pump stop,complete,47
20K26001E,2020-11-02 12:38:09.000,R501,Bottling,complete,48
20K26001E,2020-11-02 12:52:53.555,R501,Pump adjustment,complete,49
20K26001E,2020-11-02 13:00:37.000,R501,Postwash,start,50
20K26001E,2020-11-02 13:23:28.012,R501,Pump stop,complete,51
20K26001E,2020-11-02 13:23:32.607,R501,Pump adjustment,complete,52
20K26001E,2020-11-02 13:23:42.013,R501,Pump start,complete,53
20K26001E,2020-11-02 13:26:46.810,R501,Pump adjustment,complete,54
20K26001E,2020-11-02 13:27:01.157,R501,Pump adjustment,complete,55
20K26001E,2020-11-02 13:27:11.795,R501,Pump adjustment,complete,56
20K26001E,2020-11-02 13:27:29.227,R501,Pump adjustment,complete,57
20K26001E,2020-11-02 13:27:42.963,R501,Pump adjustment,complete,58
20K26001E,2020-11-02 13:27:58.519,R501,Pump adjustment,complete,59
20K26001E,2020-11-02 13:28:22.014,R501,Pump adjustment,complete,60
20K26001E,2020-11-02 13:30:28.119,R501,Pump adjustment,complete,61
20K26001E,2020-11-02 15:25:21.789,R501,Pump stop,complete,62
20K26001E,2020-11-02 15:38:22.434,R501,Pump adjustment,complete,63
20K26001E,2020-11-02 16:30:10.610,R501,Pump stop,complete,64
20K26001E,2020-11-02 16:30:15.295,R501,Pump adjustment,complete,65
20K26001E,2020-11-02 16:30:28.353,R501,Pump start,complete,66
20K26001E,2020-11-02 16:32:27.849,R501,Pump adjustment,complete,67
20K26001E,2020-11-02 16:32:34.937,R501,Pump adjustment,complete,68
20K26001E,2020-11-02 16:32:47.466,R501,Pump adjustment,complete,69
20K26001E,2020-11-02 16:32:56.945,R501,Pump adjustment,complete,70
20K26001E,2020-11-02 16:33:16.683,R501,Pump adjustment,complete,71
20K27001E,2020-11-03 05:03:19.000,R602,Bottling,start,24
20K26001E,2020-11-03 06:04:56.243,R501,Pump stop,complete,72
20K26001E,2020-11-03 06:58:44.948,R501,Pump adjustment,complete,73
20K26001E,2020-11-03 06:58:52.704,R501,Pump adjustment,complete,74
20K26001E,2020-11-03 07:08:00.954,R501,Pump stop,complete,75
20K26001E,2020-11-03 07:09:20.000,R501,Postwash,complete,76
20K27001E,2020-11-03 07:28:32.000,R602,Circulation,complete,25
20L02001E,2020-11-03 14:18:21.000,R501,Filters,start,0
20L02001E,2020-11-03 15:24:22.000,R501,Filters,complete,1
20L02001E,2020-11-03 15:33:50.000,R501,1Pass_Prewet,start,2
20K27001E,2020-11-03 19:40:03.268,R602,Pump stop,complete,26
20K27001E,2020-11-03 20:55:28.000,R602,Bottling,complete,27
20L02001E,2020-11-04 07:40:03.000,R501,1Pass_Prewet,complete,3
20L02001E,2020-11-04 08:26:29.000,R501,Circulation Prewet,start,4
20L02001E,2020-11-04 08:35:39.302,R501,Pump adjustment,complete,5
20L02001E,2020-11-04 08:43:32.209,R501,Pump stop,complete,6
20L02001E,2020-11-04 08:43:44.953,R501,Pump adjustment,complete,7
20L02001E,2020-11-04 08:43:50.473,R501,Pump start,complete,8
20L02001E,2020-11-04 08:45:21.608,R501,Pump adjustment,complete,9
20L02001E,2020-11-04 09:56:25.624,R501,Pump stop,complete,10
20L02001E,2020-11-04 10:02:21.629,R501,Pump adjustment,complete,11
20L02001E,2020-11-04 10:10:56.238,R501,Pump adjustment,complete,12
20L02001E,2020-11-04 10:11:31.672,R501,Pump adjustment,complete,13
20L02001E,2020-11-04 10:18:42.464,R501,Pump adjustment,complete,14
20L02001E,2020-11-04 10:18:56.325,R501,Pump stop,complete,15
20L02001E,2020-11-04 12:12:41.000,R501,Circulation Prewet,complete,16
20L01001E,2020-11-05 07:59:35.000,R602,Charging,start,0
20L01001E,2020-11-05 10:09:01.868,R602,Agitator start,complete,1
20L01001E,2020-11-05 10:12:01.000,R602,Charging,complete,2
20L01001E,2020-11-05 10:14:46.000,R602,Agitation,start,3
20L01001E,2020-11-05 11:16:11.781,R602,Pump adjustment,complete,4
20L01001E,2020-11-05 11:23:45.110,R602,Pump stop,complete,5
20L01001E,2020-11-05 11:24:18.998,R602,Pump adjustment,complete,6
20L01001E,2020-11-05 11:24:24.944,R602,Pump start,complete,7
20L01001E,2020-11-05 11:25:49.384,R602,Pump adjustment,complete,8
20L01001E,2020-11-05 11:25:58.429,R602,Pump adjustment,complete,9
20L01001E,2020-11-05 11:26:10.289,R602,Pump adjustment,complete,10
20L01001E,2020-11-05 11:26:21.745,R602,Pump adjustment,complete,11
20L01001E,2020-11-05 11:26:32.184,R602,Pump adjustment,complete,12
20L01001E,2020-11-05 11:26:41.690,R602,Pump adjustment,complete,13
20L01001E,2020-11-05 11:28:59.000,R602,Circulation,start,14
20L02001E,2020-11-05 12:28:56.000,R501,Charging,start,17
20L02001E,2020-11-05 13:49:15.000,R501,Charging,complete,18
20L02001E,2020-11-05 13:49:41.331,R501,Agitator start,complete,19
