CaseID,ActivityID,CompleteTimestamp
1,48,2020-10-22 04:09:59
1,39,2020-10-22 04:24:59
1,50,2020-10-22 04:32:29
1,48,2020-10-22 05:12:55
1,7,2020-10-22 06:02:38
1,14,2020-10-22 22:11:02
1,5,2020-10-22 22:31:18
1,28,2020-10-23 07:24:10
1,13,2020-10-23 07:24:11
1,26,2020-10-23 07:54:10
1,38,2020-10-23 07:54:10
1,50,2020-10-23 08:24:09
1,40,2020-10-23 08:54:09
1,47,2020-10-23 09:01:39
1,45,2020-10-23 10:00:43
1,14,2020-10-23 10:00:44
1,36,2020-10-23 10:55:42
1,13,2020-10-23 10:55:43
1,26,2020-10-23 11:25:42
1,50,2020-10-23 11:25:42
1,38,2020-10-23 11:33:10
1,46,2020-10-23 11:43:25
1,47,2020-10-23 12:03:10
1,39,2020-10-23 12:25:40
1,48,2020-10-23 12:53:16
1,14,2020-10-23 13:14:21
1,35,2020-10-23 14:22:02
1,13,2020-10-23 14:22:03
1,26,2020-10-23 14:52:02
1,38,2020-10-23 14:52:02
1,50,2020-10-23 15:14:31
1,49,2020-10-23 15:37:01
1,47,2020-10-23 16:25:25
1,14,2020-10-23 16:25:26
1,11,2020-10-23 17:05:16
2,9,2020-10-21 11:23:06
2,0,2020-10-21 14:33:59
2,21,2020-10-21 15:02:29
2,13,2020-10-21 16:58:13
2,12,2020-10-21 17:14:34
2,26,2020-10-21 17:28:12
2,38,2020-10-21 17:28:12
2,50,2020-10-21 17:43:11
2,45,2020-10-21 17:47:29
2,47,2020-10-21 18:35:41
2,39,2020-10-21 18:58:11
2,49,2020-10-21 19:02:29
2,45,2020-10-21 19:17:29
2,27,2020-10-21 19:35:41
2,39,2020-10-21 19:47:29
2,50,2020-10-21 20:24:59
2,49,2020-10-21 21:24:59
2,39,2020-10-21 21:39:59
2,48,2020-10-21 22:17:29
2,39,2020-10-21 22:54:59
2,37,2020-10-21 23:39:59
2,49,2020-10-22 00:32:29
2,39,2020-10-22 00:47:29
2,36,2020-10-22 02:35:41
2,49,2020-10-22 02:47:29
2,39,2020-10-22 03:17:29
2,48,2020-10-22 03:28:11
2,45,2020-10-22 03:32:29
2,14,2020-10-22 05:12:56
2,13,2020-10-22 06:43:28
2,26,2020-10-22 07:13:27
2,38,2020-10-22 07:13:27
2,50,2020-10-22 07:43:26
2,39,2020-10-22 07:58:26
2,50,2020-10-22 08:28:26
2,48,2020-10-22 08:43:26
2,33,2020-10-22 08:58:26
2,49,2020-10-22 09:13:26
2,39,2020-10-22 09:58:26
2,49,2020-10-22 10:13:26
2,39,2020-10-22 10:43:26
2,49,2020-10-22 11:13:26
2,48,2020-10-22 12:34:01
2,14,2020-10-22 12:34:02
2,8,2020-10-22 13:26:50
2,3,2020-10-23 09:05:14
2,6,2020-10-23 09:06:23
2,30,2020-10-23 10:28:26
2,13,2020-10-23 10:28:27
2,50,2020-10-23 10:58:26
2,38,2020-10-23 10:58:26
2,26,2020-10-23 11:25:42
2,45,2020-10-23 11:48:10
2,4,2020-10-23 12:44:58
2,2,2020-10-23 12:45:32
2,14,2020-10-23 12:53:17
2,21,2020-10-25 21:13:40
2,35,2020-10-25 22:13:40
2,13,2020-10-25 22:43:42
2,26,2020-10-25 23:13:41
2,43,2020-10-25 23:13:41
2,38,2020-10-25 23:13:41
2,50,2020-10-25 23:28:40
2,48,2020-10-26 00:06:10
2,49,2020-10-26 00:13:40
2,33,2020-10-26 00:21:10
2,39,2020-10-26 01:28:40
2,49,2020-10-26 01:43:40
2,36,2020-10-26 01:58:40
2,37,2020-10-26 02:13:40
2,39,2020-10-26 02:13:40
2,50,2020-10-26 02:21:10
2,44,2020-10-26 02:43:40
2,49,2020-10-26 03:28:40
2,39,2020-10-26 03:43:40
2,50,2020-10-26 04:43:40
2,45,2020-10-26 05:13:40
2,7,2020-10-26 08:02:58
2,45,2020-10-26 12:45:24
2,14,2020-10-26 12:45:25
2,5,2020-10-26 12:54:39
2,13,2020-10-26 14:16:54
2,38,2020-10-26 14:46:53
2,26,2020-10-26 14:46:53
2,50,2020-10-26 15:16:51
2,39,2020-10-26 15:31:51
2,50,2020-10-26 16:01:51
2,48,2020-10-26 16:24:43
2,14,2020-10-26 16:24:44
2,13,2020-10-26 17:22:47
2,38,2020-10-26 17:52:46
2,26,2020-10-26 17:52:46
2,50,2020-10-26 18:07:45
2,12,2020-10-26 18:23:32
2,49,2020-10-26 18:37:45
2,46,2020-10-26 19:07:45
2,49,2020-10-26 19:37:45
2,48,2020-10-26 19:52:45
2,49,2020-10-26 20:07:45
2,44,2020-10-26 21:22:45
2,48,2020-10-26 21:37:45
2,34,2020-10-26 21:37:45
2,39,2020-10-26 22:00:15
2,49,2020-10-26 22:15:15
2,46,2020-10-26 22:37:45
2,45,2020-10-26 22:52:45
2,25,2020-10-26 23:07:45
2,27,2020-10-26 23:15:15
2,49,2020-10-26 23:22:45
2,48,2020-10-26 23:52:45
2,45,2020-10-27 00:37:45
2,48,2020-10-27 00:37:45
2,35,2020-10-27 01:07:45
2,49,2020-10-27 01:22:45
2,24,2020-10-27 01:37:45
2,48,2020-10-27 01:52:45
2,36,2020-10-27 02:22:45
2,49,2020-10-27 02:22:45
2,49,2020-10-27 02:52:45
2,44,2020-10-27 03:22:45
2,37,2020-10-27 03:37:45
2,34,2020-10-27 03:45:15
2,49,2020-10-27 03:52:45
2,48,2020-10-27 04:22:45
2,49,2020-10-27 04:37:45
2,39,2020-10-27 05:07:45
2,47,2020-10-27 05:37:45
2,47,2020-10-27 06:23:30
2,14,2020-10-27 06:23:31
2,11,2020-10-27 06:56:44
3,9,2020-10-28 11:27:39
3,0,2020-10-28 15:01:42
3,21,2020-10-28 15:34:44
3,29,2020-10-28 16:04:45
3,13,2020-10-28 16:04:46
3,50,2020-10-28 16:34:45
3,26,2020-10-28 16:34:45
3,38,2020-10-28 16:42:14
3,45,2020-10-28 17:04:44
3,48,2020-10-28 17:19:44
3,35,2020-10-28 17:34:44
3,39,2020-10-28 17:49:44
3,50,2020-10-28 17:57:14
3,48,2020-10-28 18:12:14
3,45,2020-10-28 18:19:44
3,48,2020-10-28 18:49:44
3,45,2020-10-28 18:49:44
3,36,2020-10-28 19:19:44
3,48,2020-10-28 19:34:44
3,37,2020-10-28 19:49:44
3,39,2020-10-28 20:04:44
3,50,2020-10-28 20:12:14
3,48,2020-10-28 20:19:44
3,35,2020-10-28 20:34:44
3,48,2020-10-28 20:49:44
3,49,2020-10-28 21:19:44
3,49,2020-10-28 21:34:44
3,48,2020-10-28 21:49:44
3,49,2020-10-28 22:04:44
3,39,2020-10-28 22:04:44
3,36,2020-10-28 22:34:44
3,49,2020-10-28 22:34:44
3,33,2020-10-28 23:04:44
3,48,2020-10-28 23:34:44
3,48,2020-10-29 00:19:44
3,48,2020-10-29 00:27:14
3,44,2020-10-29 00:34:44
3,34,2020-10-29 00:49:44
3,41,2020-10-29 01:27:14
3,44,2020-10-29 01:34:44
3,33,2020-10-29 02:04:44
3,49,2020-10-29 02:19:44
3,39,2020-10-29 02:49:44
3,48,2020-10-29 03:19:44
3,49,2020-10-29 03:57:14
3,39,2020-10-29 04:12:14
3,50,2020-10-29 04:34:44
3,48,2020-10-29 05:04:44
3,37,2020-10-29 05:04:44
3,48,2020-10-29 05:34:44
3,39,2020-10-29 05:49:44
3,50,2020-10-29 06:04:44
3,47,2020-10-29 06:19:44
3,45,2020-10-29 06:57:14
3,49,2020-10-29 07:27:14
3,48,2020-10-29 07:42:14
3,47,2020-10-29 08:12:35
3,14,2020-10-29 08:12:36
3,8,2020-10-29 10:14:00
3,6,2020-10-30 08:07:37
3,3,2020-10-30 08:08:35
3,16,2020-10-30 09:03:40
3,28,2020-10-30 09:28:40
3,13,2020-10-30 09:28:41
3,14,2020-10-30 09:31:40
3,13,2020-10-30 09:33:42
3,38,2020-10-30 10:03:41
3,26,2020-10-30 10:03:41
3,50,2020-10-30 10:48:40
3,46,2020-10-30 11:11:10
3,46,2020-10-30 11:26:10
3,39,2020-10-30 11:48:40
3,48,2020-10-30 11:56:10
3,44,2020-10-30 12:26:10
3,39,2020-10-30 12:33:40
3,32,2020-10-30 12:41:10
3,4,2020-10-30 13:03:04
3,50,2020-10-30 13:03:40
3,2,2020-10-30 13:04:14
3,40,2020-10-30 13:48:40
3,39,2020-10-30 14:03:40
3,50,2020-10-30 14:33:40
3,46,2020-10-30 14:56:10
3,45,2020-10-30 15:03:40
3,36,2020-10-30 15:18:40
3,39,2020-10-30 15:33:40
3,50,2020-10-30 15:48:40
3,46,2020-10-30 15:56:10
3,44,2020-10-30 16:26:10
3,49,2020-10-30 16:33:40
3,46,2020-10-30 17:03:40
3,39,2020-10-30 17:18:40
3,50,2020-10-30 17:48:40
3,48,2020-10-30 18:03:40
3,47,2020-10-30 18:33:40
3,44,2020-10-30 19:38:04
3,14,2020-10-30 19:38:05
3,35,2020-11-01 08:07:21
3,13,2020-11-01 08:07:22
3,12,2020-11-01 08:24:12
3,50,2020-11-01 08:37:21
3,26,2020-11-01 08:37:21
3,38,2020-11-01 08:59:49
3,39,2020-11-01 09:14:49
3,50,2020-11-01 09:29:49
3,49,2020-11-01 09:44:49
3,44,2020-11-01 10:07:19
3,21,2020-11-01 10:37:19
3,35,2020-11-01 10:52:19
3,47,2020-11-01 11:07:19
3,39,2020-11-01 11:29:49
3,47,2020-11-01 11:37:19
3,36,2020-11-01 11:52:19
3,46,2020-11-01 12:29:49
3,48,2020-11-01 12:37:19
3,45,2020-11-01 12:37:19
3,37,2020-11-01 13:07:19
3,39,2020-11-01 13:22:19
3,50,2020-11-01 13:37:19
3,16,2020-11-01 14:14:49
3,35,2020-11-01 14:37:19
3,47,2020-11-01 14:37:19
3,47,2020-11-01 14:44:49
3,46,2020-11-01 15:22:19
3,45,2020-11-01 15:22:19
3,34,2020-11-01 15:37:19
3,45,2020-11-01 15:52:19
3,46,2020-11-01 16:22:19
3,45,2020-11-01 16:44:49
3,46,2020-11-01 16:52:19
3,27,2020-11-01 17:07:19
3,48,2020-11-01 17:37:19
3,45,2020-11-01 18:37:19
3,49,2020-11-01 18:37:19
3,36,2020-11-01 18:37:19
3,24,2020-11-01 18:52:19
3,32,2020-11-01 19:37:19
3,44,2020-11-01 19:37:19
3,48,2020-11-01 19:52:19
3,49,2020-11-01 20:22:19
3,44,2020-11-01 20:44:49
3,45,2020-11-01 21:14:49
3,49,2020-11-01 21:37:19
3,49,2020-11-01 21:52:19
3,39,2020-11-01 22:22:19
3,47,2020-11-01 22:37:19
3,46,2020-11-01 22:37:19
3,27,2020-11-01 22:52:19
3,39,2020-11-01 23:37:19
3,47,2020-11-02 00:14:49
3,40,2020-11-02 00:37:19
3,24,2020-11-02 01:07:19
3,34,2020-11-02 01:07:19
3,46,2020-11-02 01:07:19
3,47,2020-11-02 01:14:49
3,32,2020-11-02 01:37:19
3,45,2020-11-02 01:37:19
3,44,2020-11-02 02:29:49
3,48,2020-11-02 02:37:19
3,37,2020-11-02 02:44:49
3,39,2020-11-02 03:07:19
3,48,2020-11-02 03:22:19
3,45,2020-11-02 03:44:49
3,39,2020-11-02 03:59:49
3,50,2020-11-02 04:11:46
3,49,2020-11-02 04:52:19
3,39,2020-11-02 05:29:49
3,45,2020-11-02 05:41:48
3,7,2020-11-02 07:55:05
3,14,2020-11-02 12:35:21
3,5,2020-11-02 12:38:09
3,36,2020-11-02 13:11:46
3,13,2020-11-02 13:23:42
3,50,2020-11-02 13:53:41
3,26,2020-11-02 13:53:41
3,38,2020-11-02 13:56:46
3,48,2020-11-02 14:11:46
3,39,2020-11-02 14:53:40
3,50,2020-11-02 15:01:10
3,48,2020-11-02 15:11:46
3,14,2020-11-02 15:25:22
3,13,2020-11-02 16:30:28
3,38,2020-11-02 17:00:27
3,26,2020-11-02 17:00:27
3,50,2020-11-02 17:15:26
3,45,2020-11-02 17:19:16
3,44,2020-11-02 17:41:46
3,37,2020-11-02 18:11:46
3,39,2020-11-02 18:30:26
3,50,2020-11-02 18:49:16
3,49,2020-11-02 20:07:56
3,48,2020-11-02 20:15:26
3,49,2020-11-02 20:26:46
3,36,2020-11-02 20:52:56
3,48,2020-11-02 20:56:46
3,48,2020-11-02 21:30:26
3,45,2020-11-02 21:41:46
3,36,2020-11-02 22:11:46
3,46,2020-11-02 22:37:56
3,39,2020-11-02 22:41:46
3,27,2020-11-02 23:19:16
3,48,2020-11-03 00:04:16
3,49,2020-11-03 00:30:26
3,36,2020-11-03 01:15:26
3,48,2020-11-03 01:19:16
3,39,2020-11-03 01:34:16
3,49,2020-11-03 02:15:26
3,46,2020-11-03 02:26:46
3,36,2020-11-03 02:45:26
3,44,2020-11-03 02:56:46
3,37,2020-11-03 03:11:46
3,49,2020-11-03 03:34:16
3,39,2020-11-03 04:04:16
3,50,2020-11-03 04:37:56
3,48,2020-11-03 04:52:56
3,39,2020-11-03 05:37:56
3,49,2020-11-03 06:04:55
3,14,2020-11-03 06:04:56
3,11,2020-11-03 07:09:20
4,6,2020-10-31 10:34:56
4,3,2020-10-31 10:37:01
4,29,2020-10-31 11:50:23
4,13,2020-10-31 11:50:24
4,38,2020-10-31 12:20:23
4,50,2020-10-31 12:20:23
4,26,2020-10-31 12:42:52
4,45,2020-10-31 13:05:22
4,47,2020-10-31 13:35:22
4,49,2020-10-31 13:50:22
4,39,2020-10-31 14:20:22
4,49,2020-10-31 14:35:22
4,35,2020-10-31 14:57:52
4,46,2020-10-31 15:05:22
4,4,2020-10-31 15:16:11
4,2,2020-10-31 15:17:12
4,27,2020-10-31 16:05:22
4,49,2020-10-31 16:05:22
4,45,2020-10-31 16:20:22
4,48,2020-10-31 16:50:22
4,39,2020-10-31 17:05:22
4,50,2020-10-31 17:12:52
4,49,2020-10-31 17:20:22
4,44,2020-10-31 17:50:22
4,35,2020-10-31 18:05:22
4,45,2020-10-31 19:05:22
4,39,2020-10-31 19:20:22
4,50,2020-10-31 20:20:22
4,49,2020-10-31 20:35:22
4,46,2020-10-31 21:35:28
4,14,2020-10-31 21:35:29
4,23,2020-11-02 04:37:19
4,13,2020-11-02 05:41:49
4,38,2020-11-02 06:11:48
4,50,2020-11-02 06:11:48
4,26,2020-11-02 06:34:16
4,48,2020-11-02 06:49:16
4,49,2020-11-02 07:04:16
4,39,2020-11-02 07:41:46
4,21,2020-11-02 07:41:46
4,33,2020-11-02 08:11:46
4,49,2020-11-02 08:49:16
4,48,2020-11-02 09:04:16
4,39,2020-11-02 10:04:16
4,48,2020-11-02 10:11:46
4,49,2020-11-02 10:11:46
4,37,2020-11-02 10:49:16
4,48,2020-11-02 11:04:16
4,45,2020-11-02 11:26:46
4,39,2020-11-02 11:56:46
4,49,2020-11-02 12:11:46
4,48,2020-11-02 12:35:20
4,49,2020-11-02 13:08:40
4,39,2020-11-02 13:23:41
4,25,2020-11-02 13:53:41
4,48,2020-11-02 14:08:40
4,39,2020-11-02 14:11:46
4,32,2020-11-02 14:38:40
4,49,2020-11-02 15:25:21
4,49,2020-11-02 16:11:46
4,36,2020-11-02 16:30:27
4,33,2020-11-02 16:41:46
4,48,2020-11-02 17:00:27
4,45,2020-11-02 17:30:26
4,39,2020-11-02 18:00:26
4,37,2020-11-02 18:11:46
4,24,2020-11-02 18:11:46
4,49,2020-11-02 18:15:26
4,44,2020-11-02 19:11:46
4,49,2020-11-02 19:26:46
4,48,2020-11-02 19:41:46
4,49,2020-11-02 19:52:56
4,49,2020-11-02 20:30:26
4,44,2020-11-02 21:11:46
4,33,2020-11-02 21:15:26
4,47,2020-11-02 22:00:26
4,39,2020-11-02 22:22:56
4,22,2020-11-02 22:41:46
4,37,2020-11-02 23:00:26
4,48,2020-11-02 23:26:46
4,32,2020-11-02 23:34:16
4,39,2020-11-02 23:45:26
4,48,2020-11-03 00:19:16
4,39,2020-11-03 00:30:26
4,48,2020-11-03 01:30:26
4,39,2020-11-03 01:41:46
4,34,2020-11-03 01:56:46
4,44,2020-11-03 02:00:26
4,48,2020-11-03 02:30:26
4,47,2020-11-03 03:00:26
4,36,2020-11-03 03:30:26
4,48,2020-11-03 03:41:46
4,47,2020-11-03 04:00:26
4,49,2020-11-03 04:15:26
4,7,2020-11-03 07:28:32
4,14,2020-11-03 19:40:03
4,5,2020-11-03 20:55:28
5,3,2020-11-05 10:09:02
5,6,2020-11-05 10:12:01
5,23,2020-11-05 10:54:22
5,33,2020-11-05 11:24:24
5,13,2020-11-05 11:24:25
5,38,2020-11-05 11:54:24
5,26,2020-11-05 11:54:24
5,50,2020-11-05 13:01:52
5,48,2020-11-05 13:09:22
5,45,2020-11-05 13:18:35
5,4,2020-11-05 14:16:07
5,49,2020-11-05 14:39:22
5,39,2020-11-05 14:54:22
5,50,2020-11-05 15:12:32
5,48,2020-11-05 15:48:36
5,49,2020-11-05 16:16:52
5,39,2020-11-05 16:33:35
5,48,2020-11-05 17:54:22
5,49,2020-11-05 18:09:22
5,39,2020-11-05 19:18:35
5,49,2020-11-05 20:41:05
5,14,2020-11-05 21:20:51
5,3,2020-11-06 12:24:46
5,1,2020-11-06 12:27:10
5,13,2020-11-06 13:05:33
5,50,2020-11-06 13:35:32
5,26,2020-11-06 13:35:32
5,38,2020-11-06 13:43:01
5,48,2020-11-06 13:57:24
5,49,2020-11-06 14:27:24
5,4,2020-11-06 15:53:25
5,2,2020-11-06 15:54:15
5,14,2020-11-06 16:04:28
5,13,2020-11-07 15:00:34
5,50,2020-11-07 15:30:33
5,26,2020-11-07 15:30:33
5,38,2020-11-07 15:34:54
5,48,2020-11-07 20:15:31
5,49,2020-11-07 20:30:31
5,36,2020-11-07 20:42:24
5,39,2020-11-07 21:12:24
5,27,2020-11-07 21:57:24
5,48,2020-11-08 01:08:01
5,39,2020-11-08 01:12:24
5,33,2020-11-08 02:42:24
5,49,2020-11-08 03:23:01
5,39,2020-11-08 03:27:24
5,48,2020-11-08 04:12:24
5,7,2020-11-08 06:19:49
5,14,2020-11-08 19:51:59
5,5,2020-11-08 20:08:27
6,9,2020-11-03 15:24:22
6,0,2020-11-04 07:40:03
6,13,2020-11-04 08:43:50
6,38,2020-11-04 09:13:49
6,26,2020-11-04 09:13:49
6,50,2020-11-04 09:56:25
6,14,2020-11-04 09:56:26
6,8,2020-11-04 12:12:41
6,6,2020-11-05 13:49:15
6,3,2020-11-05 13:49:41
6,16,2020-11-05 14:09:22
6,13,2020-11-05 15:12:33
6,14,2020-11-05 15:16:25
6,13,2020-11-05 15:18:37
6,50,2020-11-05 15:48:36
6,38,2020-11-05 15:48:36
6,26,2020-11-05 15:56:05
6,12,2020-11-05 15:58:27
6,44,2020-11-05 16:01:52
6,28,2020-11-05 16:48:35
6,12,2020-11-05 16:52:21
6,44,2020-11-05 17:24:22
6,40,2020-11-05 19:41:05
6,39,2020-11-05 19:48:35
6,16,2020-11-05 19:56:05
6,50,2020-11-05 20:03:35
6,35,2020-11-05 20:18:35
6,45,2020-11-05 20:18:35
6,42,2020-11-05 20:39:22
6,49,2020-11-05 20:48:35
6,40,2020-11-05 20:48:35
6,32,2020-11-05 21:18:35
6,40,2020-11-05 21:20:50
6,12,2020-11-05 21:27:01
6,39,2020-11-05 22:18:35
6,50,2020-11-05 22:33:35
6,49,2020-11-05 23:03:35
6,39,2020-11-05 23:18:35
6,50,2020-11-05 23:33:35
6,46,2020-11-06 00:03:35
6,49,2020-11-06 00:48:35
6,40,2020-11-06 01:18:35
6,44,2020-11-06 01:41:05
6,47,2020-11-06 01:48:35
6,46,2020-11-06 02:18:35
6,49,2020-11-06 02:48:35
6,44,2020-11-06 03:33:35
6,47,2020-11-06 03:48:35
6,37,2020-11-06 04:03:35
6,48,2020-11-06 04:48:35
6,49,2020-11-06 05:18:35
6,28,2020-11-06 05:33:35
6,47,2020-11-06 05:48:35
6,34,2020-11-06 06:03:35
6,44,2020-11-06 06:18:35
6,47,2020-11-06 06:56:05
6,48,2020-11-06 07:18:35
6,44,2020-11-06 08:18:35
6,47,2020-11-06 08:41:05
6,49,2020-11-06 08:42:24
6,16,2020-11-06 09:04:14
6,14,2020-11-06 09:04:15
6,13,2020-11-06 09:08:39
6,28,2020-11-06 09:13:24
6,14,2020-11-06 09:13:25
6,13,2020-11-06 09:42:27
6,12,2020-11-06 10:00:44
6,12,2020-11-06 10:09:35
6,50,2020-11-06 10:12:26
6,26,2020-11-06 10:12:26
6,38,2020-11-06 10:19:54
6,46,2020-11-06 10:42:24
6,44,2020-11-06 10:57:24
6,12,2020-11-06 11:13:47
6,47,2020-11-06 11:34:54
6,40,2020-11-06 12:04:54
6,48,2020-11-06 12:12:24
6,29,2020-11-06 12:27:24
6,16,2020-11-06 12:27:24
6,40,2020-11-06 13:05:32
6,12,2020-11-06 13:30:34
6,47,2020-11-06 13:34:54
6,39,2020-11-06 13:35:32
6,46,2020-11-06 13:57:24
6,27,2020-11-06 14:13:01
6,38,2020-11-06 14:57:24
6,46,2020-11-06 14:57:24
6,41,2020-11-06 15:12:24
6,28,2020-11-06 15:27:24
6,36,2020-11-06 15:42:24
6,44,2020-11-06 16:04:27
6,37,2020-11-06 16:34:54
